micro_precision,micro_recall,micro_f1,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,samples_precision,samples_recall,samples_f1
0.6956521739130435,0.6956521739130435,0.6956521739130435,0.5642857142857143,0.6375,0.5974358974358974,0.6062111801242236,0.6956521739130435,0.6465997770345596,0.6956521739130435,0.6956521739130435,0.6956521739130435
0.6086956521739131,0.6086956521739131,0.6086956521739131,0.6791666666666667,0.6428571428571428,0.6054292929292929,0.6826086956521739,0.6086956521739131,0.5860781730346948,0.6086956521739131,0.6086956521739131,0.6086956521739131
0.6521739130434783,0.6521739130434783,0.6521739130434783,0.7460317460317459,0.65625,0.6649159663865547,0.7211870255348517,0.6521739130434783,0.6549141395688711,0.6521739130434783,0.6521739130434783,0.6521739130434783
0.6086956521739131,0.6086956521739131,0.6086956521739131,0.6314102564102564,0.5375,0.5004140786749482,0.6923076923076923,0.6086956521739131,0.5626248987307588,0.6086956521739131,0.6086956521739131,0.6086956521739131
0.7391304347826086,0.7391304347826086,0.7391304347826085,0.5631944444444444,0.6875,0.6121323529411765,0.6531400966183575,0.7391304347826086,0.6886189258312021,0.7391304347826086,0.7391304347826086,0.7391304347826086
0.7391304347826086,0.7391304347826086,0.7391304347826085,0.8434343434343434,0.6964285714285714,0.6813492063492064,0.8322353974527887,0.7391304347826086,0.7006901311249136,0.7391304347826086,0.7391304347826086,0.7391304347826086
0.6521739130434783,0.6521739130434783,0.6521739130434783,0.726190476190476,0.6226190476190476,0.6220238095238095,0.6894409937888198,0.6521739130434783,0.6371635610766045,0.6521739130434783,0.6521739130434783,0.6521739130434783
0.391304347826087,0.391304347826087,0.391304347826087,0.4041666666666667,0.39166666666666666,0.38275613275613274,0.43623188405797103,0.391304347826087,0.4007779659953573,0.391304347826087,0.391304347826087,0.391304347826087
0.7391304347826086,0.7391304347826086,0.7391304347826085,0.718452380952381,0.7291666666666666,0.7113095238095237,0.7513457556935816,0.7391304347826086,0.7324016563146998,0.7391304347826086,0.7391304347826086,0.7391304347826086
0.5652173913043478,0.5652173913043478,0.5652173913043478,0.5257936507936508,0.5327380952380952,0.5199862637362638,0.543823326432022,0.5652173913043478,0.5449235547061635,0.5652173913043478,0.5652173913043478,0.5652173913043478
0.6363636363636364,0.6363636363636364,0.6363636363636364,0.6226190476190476,0.6666666666666666,0.6209150326797386,0.6941558441558442,0.6363636363636364,0.6440879382055853,0.6363636363636364,0.6363636363636364,0.6363636363636364
0.4090909090909091,0.4090909090909091,0.4090909090909091,0.400297619047619,0.44791666666666663,0.3877622377622377,0.4191017316017316,0.4090909090909091,0.3773045136681501,0.4090909090909091,0.4090909090909091,0.4090909090909091
0.6363636363636364,0.6363636363636364,0.6363636363636364,0.5014880952380952,0.5869047619047619,0.538961038961039,0.5492424242424242,0.6363636363636364,0.5873671782762692,0.6363636363636364,0.6363636363636364,0.6363636363636364
0.5454545454545454,0.5454545454545454,0.5454545454545454,0.6178571428571428,0.5511904761904762,0.5328144078144078,0.6409090909090909,0.5454545454545454,0.5388500388500389,0.5454545454545454,0.5454545454545454,0.5454545454545454
0.6363636363636364,0.6363636363636364,0.6363636363636364,0.6458333333333333,0.6770833333333334,0.6333333333333334,0.6818181818181818,0.6363636363636364,0.6272727272727273,0.6363636363636364,0.6363636363636364,0.6363636363636364
0.5,0.5,0.5,0.5742424242424242,0.6875,0.5644257703081232,0.5752066115702479,0.5,0.46610644257703077,0.5,0.5,0.5
0.6363636363636364,0.6363636363636364,0.6363636363636364,0.6202380952380953,0.6845238095238095,0.6175420168067227,0.6151515151515151,0.6363636363636364,0.5927807486631016,0.6363636363636364,0.6363636363636364,0.6363636363636364
0.4090909090909091,0.4090909090909091,0.4090909090909091,0.4555555555555556,0.5401785714285714,0.44999999999999996,0.4252525252525252,0.4090909090909091,0.36363636363636365,0.4090909090909091,0.4090909090909091,0.4090909090909091
0.5,0.5,0.5,0.5386904761904762,0.6625,0.5208333333333333,0.538961038961039,0.5,0.4318181818181818,0.5,0.5,0.5
0.6363636363636364,0.6363636363636364,0.6363636363636364,0.7048611111111112,0.7023809523809523,0.5958333333333333,0.7632575757575757,0.6363636363636364,0.5825757575757576,0.6363636363636364,0.6363636363636364,0.6363636363636364
